""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
SPGP0S03570	140.723143500359	1.55876457593957	0.21283144630799	7.32393921565461	2.40795789393475e-13	3.97422704498047e-12	S_eubayanus	SPGP0S03570	XP_018219999.1	A0A0L8RDK4	A0A0L8RDK4_SACEU	DI49_4018				DI49_4018	TCB3-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1545		endoplasmic reticulum membrane organization [GO:0090158]; endoplasmic reticulum-plasma membrane tethering [GO:0061817]; lipid transport [GO:0006869]; regulation of phosphatidylinositol dephosphorylation [GO:0060304]	lipid binding [GO:0008289]	cellular bud [GO:0005933]; cortical endoplasmic reticulum [GO:0032541]; integral component of membrane [GO:0016021]																
SPGP0T00120	396.699268113785	-1.32185311700699	0.14464465036332	-9.13862430229358	6.3251800835814e-20	2.03235662189117e-18	S_eubayanus	SPGP0T00120	XP_018220340.1	A0A0L8RE07	A0A0L8RE07_SACEU	HER2 DI49_4380	HER2			DI49_4380	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Glu-AdT subunit A) (EC 6.3.5.7)	unreviewed	Saccharomyces eubayanus (Yeast)	460	6.3.5.7	endoplasmic reticulum organization [GO:0007029]; glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; mitochondrial translation [GO:0032543]	amidase activity [GO:0004040]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]	extrinsic component of mitochondrial inner membrane [GO:0031314]; glutamyl-tRNA(Gln) amidotransferase complex [GO:0030956]	FUNCTION: Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln). {ECO:0000256|HAMAP-Rule:MF_03150}.	CATALYTIC ACTIVITY: Reaction=ATP + H2O + L-glutamine + L-glutamyl-tRNA(Gln) = ADP + H(+) + L-glutamate + L-glutaminyl-tRNA(Gln) + phosphate; Xref=Rhea:RHEA:17521, Rhea:RHEA-COMP:9681, Rhea:RHEA-COMP:9684, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:29985, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:58359, ChEBI:CHEBI:78520, ChEBI:CHEBI:78521, ChEBI:CHEBI:456216; EC=6.3.5.7; Evidence={ECO:0000256|HAMAP-Rule:MF_03150};									SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|HAMAP-Rule:MF_03150}.			SUBUNIT: Subunit of the heterotrimeric GatFAB amidotransferase (AdT) complex, composed of A, B and F subunits. {ECO:0000256|HAMAP-Rule:MF_03150}.		
SPGP0T00140	7652.14490198521	1.05673116698103	0.112457584480652	9.39670874011017	5.62965026912879e-21	2.00351909155849e-19	S_eubayanus	SPGP0T00140	XP_018220342.1	A0A0L8RDU6	A0A0L8RDU6_SACEU	DI49_4382				DI49_4382	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	197																				
SPGP0T00220	499.119409467039	1.03235771401423	0.257787589427411	4.00468353153567	6.21005615476782e-05	0.000274637843986212	S_eubayanus	SPGP0T00220	XP_018220350.1	A0A0L8RE42	A0A0L8RE42_SACEU	DI49_4390				DI49_4390	PKS_ER domain-containing protein	unreviewed	Saccharomyces eubayanus (Yeast)	348		amino acid catabolic process to alcohol via Ehrlich pathway [GO:0000947]; ethanol metabolic process [GO:0006067]; NADH oxidation [GO:0006116]	alcohol dehydrogenase (NAD+) activity [GO:0004022]; zinc ion binding [GO:0008270]					COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|RuleBase:RU361277}; 												
SPGP0T00250	15.5001658060396	1.61593475802602	0.483403648662674	3.34282697802647	0.000829295897512408	0.00287022541152022	S_eubayanus	SPGP0T00250	XP_018220353.1	A0A0L8RDX8	A0A0L8RDX8_SACEU	DI49_4393				DI49_4393	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	195																				
SPGP0T00360	1338.41669615136	1.85764975463411	0.197872079969621	9.3881347733309	6.10721513776984e-21	2.16162017044268e-19	S_eubayanus	SPGP0T00360	XP_018220364.1	A0A0L8REM4	A0A0L8REM4_SACEU	DI49_4404				DI49_4404	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	349		invasive growth in response to glucose limitation [GO:0001403]; pseudohyphal growth [GO:0007124]																		
SPGP0U00170	3723.33960430736	1.2026081984583	0.161122506305397	7.46393676485418	8.39749143861855e-14	1.48322943324216e-12	S_eubayanus	SPGP0U00170	XP_018218972.1	A0A0L8R9Z4	A0A0L8R9Z4_SACEU	DI49_5402				DI49_5402	PDR12-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1513			ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	integral component of membrane [GO:0016021]													"TRANSMEM 515..534;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 546..565;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 600..618;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 630..649;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 661..680;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 767..784;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1179..1200;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1212..1235;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1255..1281;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1293..1316;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1322..1343;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1449..1468;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0U00200	60578.014055354	-1.27627425931906	0.200744227062625	-6.35771338480835	2.04779098459269e-10	2.38800183193032e-09	S_eubayanus	SPGP0U00200	XP_018218969.1	A0A0L8R9Z8	A0A0L8R9Z8_SACEU	DI49_5398				DI49_5398	ALD6-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	500		acetate biosynthetic process [GO:0019413]; NADPH regeneration [GO:0006740]; response to salt stress [GO:0009651]	aldehyde dehydrogenase [NAD(P)+] activity [GO:0004030]	cytosol [GO:0005829]; mitochondrion [GO:0005739]																
SPGP0U00360	72.1740292983647	-1.08975289549028	0.388773593190812	-2.80305276535443	0.00506213866327743	0.0144557322495924	S_eubayanus	SPGP0U00360	XP_018218953.1	A0A0L8R9W4	A0A0L8R9W4_SACEU	DI49_5382				DI49_5382	RPL21B-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	147		translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]																
SPGP0U00450	1924.2113763818	1.16051068967324	0.13393770684703	8.66455546382211	4.53278166639721e-18	1.21873990146068e-16	S_eubayanus	SPGP0U00450	XP_018218944.1	A0A0L8R9X8	A0A0L8R9X8_SACEU	DI49_5373				DI49_5373	RLM1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	655		positive regulation of transcription from RNA polymerase II promoter in response to stress [GO:0036003]; regulation of flocculation [GO:0060256]; regulation of G1 to G0 transition [GO:1903450]; signal transduction [GO:0007165]	DNA binding, bending [GO:0008301]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; mitogen-activated protein kinase binding [GO:0051019]; protein dimerization activity [GO:0046983]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]	nucleus [GO:0005634]											SUBCELLULAR LOCATION: Nucleus {ECO:0000256|SAAS:SAAS00579852}.					
SPGP0U00710	2617.38175575041	2.14852259702796	0.103544878683596	20.7496751586647	1.23422471722775e-95	3.72777005426689e-92	S_eubayanus	SPGP0U00710	XP_018218921.1	A0A0L8R9Z2	A0A0L8R9Z2_SACEU	DI49_5349				DI49_5349	2-Hacid_dh_C domain-containing protein	unreviewed	Saccharomyces eubayanus (Yeast)	394			NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]																	
SPGP0U00790	58.4958774672546	-1.10339929000312	0.323969777599816	-3.40587106049778	0.000659533201461202	0.00233256453491021	S_eubayanus	SPGP0U00790	XP_018218913.1	A0A0L8R9S4	A0A0L8R9S4_SACEU	DI49_5341				DI49_5341	RNA polymerase II transcription factor B subunit 2	unreviewed	Saccharomyces eubayanus (Yeast)	513		nucleotide-excision repair [GO:0006289]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; transcription by RNA polymerase II [GO:0006366]	ATPase activator activity [GO:0001671]; double-stranded DNA binding [GO:0003690]	nucleotide-excision repair factor 3 complex [GO:0000112]; transcription factor TFIIH core complex [GO:0000439]; transcription factor TFIIH holo complex [GO:0005675]	FUNCTION: Component of the general transcription and DNA repair factor IIH (TFIIH) core complex which is involved in general and transcription-coupled nucleotide excision repair (NER) of damaged DNA. {ECO:0000256|RuleBase:RU364024}.										SUBCELLULAR LOCATION: Nucleus {ECO:0000256|RuleBase:RU364024}.					
SPGP0U00810	43.3472260808742	1.61650826879608	0.366056621584427	4.41600608616023	1.00541254516689e-05	5.28118438942445e-05	S_eubayanus	SPGP0U00810	XP_018218911.1	A0A0L8R9Y3	A0A0L8R9Y3_SACEU	SPC29 DI49_5339	SPC29			DI49_5339	Spindle pole component 29	unreviewed	Saccharomyces eubayanus (Yeast)	253		spindle pole body duplication [GO:0030474]	identical protein binding [GO:0042802]; structural constituent of cytoskeleton [GO:0005200]	central plaque of spindle pole body [GO:0005823]; cytoplasm [GO:0005737]; nucleus [GO:0005634]	FUNCTION: Component of the spindle pole body (SPB) required for the proper execution of spindle pole body (SPB) duplication. {ECO:0000256|RuleBase:RU362139}.										SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body {ECO:0000256|RuleBase:RU362139}. Nucleus {ECO:0000256|RuleBase:RU362139}.					
SPGP0U00920	21.1126881439643	1.36648379905467	0.392637393609955	3.480269126919	0.000500910335403651	0.00182132766817515	S_eubayanus	SPGP0U00920	XP_018218900.1	A0A0L8RAG8	A0A0L8RAG8_SACEU	DI49_5328				DI49_5328	Iron-sulfur cluster assembly protein	unreviewed	Saccharomyces eubayanus (Yeast)	165		cellular iron ion homeostasis [GO:0006879]; iron-sulfur cluster assembly [GO:0016226]; tRNA wobble uridine modification [GO:0002098]	2 iron, 2 sulfur cluster binding [GO:0051537]; ATPase activator activity [GO:0001671]; ferrous iron binding [GO:0008198]; zinc ion binding [GO:0008270]	cell [GO:0005623]; mitochondrial matrix [GO:0005759]	FUNCTION: Scaffold protein for the de novo synthesis of iron-sulfur (Fe-S) clusters within mitochondria, which is required for maturation of both mitochondrial and cytoplasmic [2Fe-2S] and [4Fe-4S] proteins. {ECO:0000256|RuleBase:RU362089}.			COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000256|RuleBase:RU362089}; 							SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000256|RuleBase:RU362089}.					
SPGP0U01040	235.331401910252	1.59470187537653	0.285970405448113	5.57645772078286	2.45465537452616e-08	2.01281740711145e-07	S_eubayanus	SPGP0U01040	XP_018218888.1	A0A0L8R9Q9	A0A0L8R9Q9_SACEU	DI49_5316				DI49_5316	Autophagy protein 5	unreviewed	Saccharomyces eubayanus (Yeast)	292		autophagy of mitochondrion [GO:0000422]; C-terminal protein lipidation [GO:0006501]; cytoplasm to vacuole transport by the Cvt pathway [GO:0032258]; late nucleophagy [GO:0044805]; macroautophagy [GO:0016236]; piecemeal microautophagy of the nucleus [GO:0034727]	Atg8 ligase activity [GO:0019776]; enzyme activator activity [GO:0008047]	Atg12-Atg5-Atg16 complex [GO:0034274]; autophagosome [GO:0005776]; cytosol [GO:0005829]; phagophore [GO:0061908]; phagophore assembly site membrane [GO:0034045]; vacuole-isolation membrane contact site [GO:0120095]	FUNCTION: Involved in cytoplasm to vacuole transport (Cvt) and autophagic vesicle formation. {ECO:0000256|RuleBase:RU361202}.										SUBCELLULAR LOCATION: Preautophagosomal structure membrane {ECO:0000256|RuleBase:RU361202}; Peripheral membrane protein {ECO:0000256|RuleBase:RU361202}.			SUBUNIT: Conjugated with ATG12. {ECO:0000256|RuleBase:RU361202}.		
SPGP0U01120	26.6912819522809	2.19725247950028	0.481833205139695	4.56019314580705	5.11065922771454e-06	2.84445228884039e-05	S_eubayanus	SPGP0U01120	XP_018218880.1	A0A0L8RAF2	A0A0L8RAF2_SACEU	DI49_5308				DI49_5308	TGS1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	305		7-methylguanosine cap hypermethylation [GO:0036261]; 7-methylguanosine RNA capping [GO:0009452]; meiotic cell cycle [GO:0051321]; nucleologenesis [GO:0017126]; regulation of telomere maintenance via telomerase [GO:0032210]; tRNA processing [GO:0008033]	RNA methyltransferase activity [GO:0008173]	nucleolus [GO:0005730]																
SPGP0U01130	1425.63452638942	2.37423893335502	0.131119329671884	18.107466986724	2.78260829534853e-73	2.29211034219573e-70	S_eubayanus	SPGP0U01130	XP_018218879.1	A0A0L8R9R8	A0A0L8R9R8_SACEU	DI49_5307				DI49_5307	AIM44-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	724		maintenance of protein location [GO:0045185]; positive regulation of mitotic actomyosin contractile ring contraction [GO:1903473]; protein localization to cell division site after cytokinesis [GO:0098841]; regulation of protein localization to cell division site [GO:1901900]; secondary cell septum biogenesis [GO:1990344]		cellular bud neck septin collar [GO:0032174]; cellular bud neck split septin rings [GO:0032177]; nuclear inner membrane [GO:0005637]; plasma membrane [GO:0005886]																
SPGP0U01230	33.7040562578354	-1.41544824390301	0.361532378623775	-3.91513548327572	9.0353456706654e-05	0.000383822161846691	S_eubayanus	SPGP0U01230	XP_018218869.1	A0A0L8R9R4	A0A0L8R9R4_SACEU	DI49_5297				DI49_5297	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	435																				
SPGP0U01290	1555.39348615807	-1.26552091735081	0.124376053857297	-10.174956336875	2.56515007393249e-24	1.21690182303153e-22	S_eubayanus	SPGP0U01290	XP_018218864.1	A0A0L8R9R2	A0A0L8R9R2_SACEU	DI49_5292				DI49_5292	NIP100-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	876		establishment of mitotic spindle orientation [GO:0000132]		cell [GO:0005623]; dynactin complex [GO:0005869]; spindle pole body [GO:0005816]																
SPGP0U01300	245.796406072003	-1.24051841856518	0.210483415769016	-5.89366347003091	3.77726059834656e-09	3.53571883074568e-08	S_eubayanus	SPGP0U01300	XP_018218863.1	A0A0L8R9P7	A0A0L8R9P7_SACEU	DI49_5291				DI49_5291	SPT14-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	456		GPI anchor biosynthetic process [GO:0006506]	phosphatidylinositol N-acetylglucosaminyltransferase activity [GO:0017176]	endoplasmic reticulum [GO:0005783]																
SPGP0U01450	114.779906242344	1.31971465779201	0.217175206575657	6.07672799580033	1.22659561334227e-09	1.25103052869757e-08	S_eubayanus	SPGP0U01450	XP_018218848.1	A0A0L8R9N8	A0A0L8R9N8_SACEU	DI49_5275				DI49_5275	NAB3-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	783		antisense RNA transcript catabolic process [GO:0071041]; CUT catabolic process [GO:0071034]; mRNA 3'-end processing [GO:0031124]; nuclear mRNA surveillance [GO:0071028]; snoRNA 3'-end processing [GO:0031126]; snRNA 3'-end processing [GO:0034472]; termination of RNA polymerase II transcription, exosome-dependent [GO:0030847]; tRNA 3'-end processing [GO:0042780]	transcription regulatory region RNA binding [GO:0001068]	cytoplasm [GO:0005737]; Nrd1 complex [GO:0035649]; nucleus [GO:0005634]																
SPGP0U01670	1925.6428305463	-1.69040944811093	0.208913452688817	-8.09143416259005	5.89662631513051e-16	1.30634061225911e-14	S_eubayanus	SPGP0U01670	XP_018218827.1	A0A0L8R9J0	A0A0L8R9J0_SACEU	DI49_5254				DI49_5254	THI6-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	540		thiamine biosynthetic process [GO:0009228]	hydroxyethylthiazole kinase activity [GO:0004417]; thiamine-phosphate diphosphorylase activity [GO:0004789]	cytosol [GO:0005829]																
SPGP0U01700	43.5785777302605	1.37707809613411	0.318742570297457	4.32034570985919	1.55784948335599e-05	7.8594463976831e-05	S_eubayanus	SPGP0U01700	XP_018218824.1	A0A0L8R9M0	A0A0L8R9M0_SACEU	DI49_5251				DI49_5251	BMS1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1174		endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]	ATP binding [GO:0005524]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; U3 snoRNA binding [GO:0034511]	90S preribosome [GO:0030686]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]																
SPGP0U01800	69.4529691627967	-1.13517550508535	0.348426679207338	-3.2580039727952	0.0011219883558088	0.00374864914896148	S_eubayanus	SPGP0U01800	XP_018218814.1	A0A0L8R9J6	A0A0L8R9J6_SACEU	DI49_5241				DI49_5241	ALG5-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	337		dolichol-linked oligosaccharide biosynthetic process [GO:0006488]	dolichyl-phosphate beta-glucosyltransferase activity [GO:0004581]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]													"TRANSMEM 12..33;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0U01810	3013.96828133214	-1.94626004286197	0.193541327084151	-10.05604369973	8.64009942251469e-24	3.91439704337028e-22	S_eubayanus	SPGP0U01810	XP_018218813.1	A0A0L8R9G9	A0A0L8R9G9_SACEU	DI49_5240				DI49_5240	CET1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	543		7-methylguanosine mRNA capping [GO:0006370]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]	polynucleotide 5'-phosphatase activity [GO:0004651]	mRNA cap methyltransferase complex [GO:0031533]																
SPGP0U01820	354.374379605514	-1.6458803806984	0.424121553621891	-3.88068082520917	0.000104164466222162	0.000437365258776185	S_eubayanus	SPGP0U01820	XP_018218812.1	A0A0L8R9I0	A0A0L8R9I0_SACEU	DI49_5239				DI49_5239	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	204																				
SPGP0U01940	32125.6739126096	-1.05328404001464	0.249901021005257	-4.21480486865431	2.49994241533646e-05	0.000120875017211119	S_cerevisiae	SPGP0U01940	Q12280	Q12280	IQG1_YEAST	IQG1 CYK1 YPL242C	IQG1	CYK1	YPL242C		Ras GTPase-activating-like protein IQG1 (Cytokinesis protein 1) (IQGAP-related protein 1)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1495		mitotic actomyosin contractile ring assembly [GO:1903475]; mitotic actomyosin contractile ring assembly actin filament organization [GO:1903479]; protein localization to cell division site [GO:0072741]; regulation of GTPase activity [GO:0043087]; regulation of mitotic actomyosin contractile ring contraction [GO:1903471]; signal transduction [GO:0007165]	actin filament binding [GO:0051015]; calmodulin binding [GO:0005516]; myosin II heavy chain binding [GO:0032038]; myosin II light chain binding [GO:0032033]; myosin light chain binding [GO:0032027]	cellular bud neck [GO:0005935]; cellular bud neck contractile ring [GO:0000142]; cytoplasm [GO:0005737]; MIH complex [GO:0120155]	FUNCTION: Required for the assembly and the contraction of the actomyosin ring at the bud neck during cytokinesis. Seems to be involved in additional tasks during cell division like axial bud-site selection and targeted secretion by recruiting the spatial landmark BUD4, the septin CDC12 and the secretion landmark SEC3 to the bud neck. May be regulated by calcium ions. {ECO:0000269|PubMed:18344988, ECO:0000269|PubMed:9382845, ECO:0000269|PubMed:9442111, ECO:0000269|PubMed:9950677}.										SUBCELLULAR LOCATION: Bud neck {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:18344988, ECO:0000269|PubMed:9442111}. Note=Forms a ring at the bud neck in a MLC1-dependent manner, which contracts at the end of cytokinesis.			SUBUNIT: Interacts with AFR1, AKR1, activated CDC42, calmodulin (CMD1), myosin MYO1 and its light chain MLC1, BUD4, INN1, SEC3 and TEM1. {ECO:0000269|PubMed:11082046, ECO:0000269|PubMed:12446742, ECO:0000269|PubMed:18344988, ECO:0000269|PubMed:9679143, ECO:0000269|PubMed:9950677}.	P47136; P53141	
SPGP0U02070	22.4015949110081	1.36745888753978	0.557610496967152	2.45235499506807	0.0141924568394751	0.0354361673801279	S_cerevisiae	SPGP0U02070	Q12365	Q12365	BBP1_YEAST	BBP1 YPL255W P0745	BBP1		YPL255W	P0745	Spindle pole component BBP1 (BFR1-binding protein 1)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	385		protein localization to spindle pole body [GO:0071988]; spindle pole body duplication [GO:0030474]	structural molecule activity [GO:0005198]	central plaque of spindle pole body [GO:0005823]; cytoplasm [GO:0005737]	FUNCTION: Component of the spindle pole body (SPB) required for insertion of the nascent SPB into the nuclear envelope and for the proper execution of spindle pole body (SPB) duplication. Connects the central plaque of the SPB with the half-bridge. Required for proper localization of CDC5 at the SPB and for proper M-phase progression. {ECO:0000269|PubMed:10654940, ECO:0000269|PubMed:14767068}.										SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body {ECO:0000269|PubMed:10654940, ECO:0000269|PubMed:14767068}. Note=Associates with the periphary of the central plaque.			SUBUNIT: Homodimer. Interacts with KAR1, MPS2 and SPC29. {ECO:0000269|PubMed:10654940, ECO:0000269|PubMed:14767068}.	P53159; P33419	
SPGP0U02080	59.9127025263731	-1.11716386887902	0.262278351066072	-4.25945894633747	2.04922330721535e-05	0.000101243251835759	S_cerevisiae	SPGP0U02080	P20438	P20438	CG12_YEAST	CLN2 YPL256C	CLN2		YPL256C		G1/S-specific cyclin CLN2	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	545		cell division [GO:0051301]; mitotic cell cycle phase transition [GO:0044772]; protein phosphorylation [GO:0006468]; re-entry into mitotic cell cycle after pheromone arrest [GO:0000321]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]; traversing start control point of mitotic cell cycle [GO:0007089]	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; protein kinase binding [GO:0019901]	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; nucleus [GO:0005634]	FUNCTION: Essential for the control of the cell cycle at the G1/S (start) transition. Interacts with the CDC28 protein kinase to form MPF.														P00546	
SPGP0U02090	268.563870582735	-1.15081477247203	0.205119325945224	-5.61046487047908	2.01783832217868e-08	1.68512746887198e-07	
SPGP0U02100	131.368655546333	-1.17584352408298	0.221793958868927	-5.30151285490091	1.14846959592792e-07	8.48799592879516e-07	S_cerevisiae	SPGP0U02100	Q08974	Q08974	YP257_YEAST	YPL257W			YPL257W		Uncharacterized membrane protein YPL257W	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	193		cell cycle [GO:0007049]		integral component of membrane [GO:0016021]	FUNCTION: May be required for cell cycle progression. {ECO:0000269|PubMed:12829295}.										SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.		"TRANSMEM 59..79;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 120..140;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 148..168;  /note=""Helical"";  /evidence=""ECO:0000255"""			
SPGP0U02200	8884.15830291943	3.75443770400504	0.221496112288272	16.9503548627469	1.9129568120099e-64	7.53621811896598e-62	S_cerevisiae	SPGP0U02200	P32383	P32383	PLC1_YEAST	PLC1 YPL268W	PLC1		YPL268W		1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase 1 (EC 3.1.4.11) (Phosphoinositide phospholipase C) (Phospholipase C-1) (PLC-1)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	869	3.1.4.11	inositol phosphate biosynthetic process [GO:0032958]; inositol trisphosphate biosynthetic process [GO:0032959]; phosphatidylinositol-mediated signaling [GO:0048015]; phospholipid catabolic process [GO:0009395]; protein localization to kinetochore [GO:0034501]; signal transduction involved in filamentous growth [GO:0001402]	calcium ion binding [GO:0005509]; phosphatidylinositol phospholipase C activity [GO:0004435]	chromosome, centromeric region [GO:0000775]; condensed nuclear chromosome kinetochore [GO:0000778]	FUNCTION: The production of the second messenger molecules diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3) is mediated by activated phosphatidylinositol-specific phospholipase C enzymes. Required for cell growth, osmoresistance and expression of GPD1. {ECO:0000269|PubMed:12073033}.	CATALYTIC ACTIVITY: Reaction=a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate) + H2O = 1D-myo-inositol 1,4,5-trisphosphate + a 1,2-diacyl-sn-glycerol + H(+); Xref=Rhea:RHEA:33179, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:17815, ChEBI:CHEBI:58456, ChEBI:CHEBI:203600; EC=3.1.4.11;												SUBUNIT: Interacts with SGD1. {ECO:0000269|PubMed:12073033}.	Q06132	
SPGP0V00150	616.777363262307	-1.38742621131932	0.150997111805936	-9.18842880321088	3.98620999328227e-20	1.32304207872273e-18	S_cerevisiae	SPGP0V00150	P38732	P38732	EFM1_YEAST	EFM1 YHL039W	EFM1		YHL039W		Protein-lysine N-methyltransferase EFM1 (EC 2.1.1.-) (Elongation factor methyltransferase 1)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	585	2.1.1.-	peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine monomethylation [GO:0018026]	protein-lysine N-methyltransferase activity [GO:0016279]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	FUNCTION: S-adenosyl-L-methionine-dependent protein-lysine N-methyltransferase that monomethylates elongation factor 1-alpha (TEF1/TEF2) at 'Lys-30'. {ECO:0000269|PubMed:20510667, ECO:0000269|PubMed:22522802}.										SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.					
