LFC 13C	padj-value 13C	LFC 22C	padj-value 22C	LFC 30C	padj-value 30C	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
1.33100778778713	4.70914670805387e-08	1.11164587655235	4.86311105321591e-06	1.9082830249691	1.99201808807448e-16	S_eubayanus	SPGP0W03570	XP_018222991.1	A0A0L8RL92	A0A0L8RL92_SACEU	DI49_0975				DI49_0975	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	743		protein O-linked glycosylation [GO:0006493]	mannosyltransferase activity [GO:0000030]	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt2p dimer complex [GO:0097584]; dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt3p dimer complex [GO:0097585]; integral component of membrane [GO:0016021]													"TRANSMEM 98..116;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 136..157;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 164..181;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 187..204;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 225..251;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 271..294;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 588..611;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 631..648;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 660..680;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 686..703;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
1.15385720614317	1.95991583437272e-14	-1.73358892676364	1.58731219813467e-26	-1.78771715723049	2.56943614453163e-33	S_eubayanus	SPGP0W03840	XP_018222964.1	A0A0L8RM75	A0A0L8RM75_SACEU	DI49_0948				DI49_0948	SNA4-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	139				fungal-type vacuole lumen [GO:0000328]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]													"TRANSMEM 13..31;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 38..60;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
-1.31751706715569	8.19789606177471e-05	2.98129343977426	9.84620067518155e-25	1.56039822261806	2.60830291876291e-09	S_eubayanus	SPGP0W04290	XP_018222921.1	A0A0L8RL29	A0A0L8RL29_SACEU	DI49_0905				DI49_0905	DLD1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	594		lactate catabolic process [GO:1903457]	D-lactate dehydrogenase (cytochrome) activity [GO:0004458]; FAD binding [GO:0071949]	mitochondrial inner membrane [GO:0005743]																
2.21902789163272	4.46372898869278e-48	3.3712986768679	1.28488407636885e-109	2.94098347131874	6.89787063817736e-84	S_eubayanus	SPGP0W04410	XP_018222908.1	A0A0L8RL91	A0A0L8RL91_SACEU	DI49_0892				DI49_0892	RBS1-like protein (Fragment)	unreviewed	Saccharomyces eubayanus (Yeast)	450		galactose metabolic process [GO:0006012]; RNA polymerase III assembly [GO:1990115]	nucleic acid binding [GO:0003676]	nucleus [GO:0005634]																
-2.46480647736293	6.06492433660285e-10	-1.35756911574085	0.000696401573759037	-1.50511257451264	2.10223744450077e-05	S_eubayanus	SPGP0W04440	XP_018222904.1	A0A0L8RM23	A0A0L8RM23_SACEU	DI49_0888				DI49_0888	NUS1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	374		angiogenesis [GO:0001525]; dolichol biosynthetic process [GO:0019408]; protein glycosylation [GO:0006486]	dehydrodolichyl diphosphate synthase activity [GO:0045547]	dehydrodolichyl diphosphate synthase complex [GO:1904423]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]													"TRANSMEM 97..116;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
-1.01191922986701	0.00137545362333022	2.27572732773274	9.37108104178865e-18	1.64656740963709	6.49605294991628e-10	S_eubayanus	SPGP0W04540	XP_018222894.1	A0A0L8RM13	A0A0L8RM13_SACEU	DI49_0878				DI49_0878	Reticulon-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	384		endoplasmic reticulum inheritance [GO:0048309]; endoplasmic reticulum tubular network maintenance [GO:0071788]; ER-dependent peroxisome organization [GO:0032581]; response to endoplasmic reticulum stress [GO:0034976]		cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]											SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU363132}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363132}.		"TRANSMEM 43..62;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU363132""; TRANSMEM 144..168;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU363132"""			
1.42865170093273	8.40437613655189e-13	1.65960927976992	1.96819055389106e-17	1.20084001701001	1.91296899385871e-09	S_eubayanus	SPGP0W04550	XP_018222893.1	A0A0L8RL77	A0A0L8RL77_SACEU	DI49_0877				DI49_0877	HEM3-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	327		heme biosynthetic process [GO:0006783]; peptidyl-pyrromethane cofactor linkage [GO:0018160]	hydroxymethylbilane synthase activity [GO:0004418]																	
1.46102755613776	7.65951384388234e-15	-2.26826929330071	1.61693864978038e-28	-2.52866603974885	2.38195913425192e-30	S_eubayanus	SPGP0W04670	XP_018222881.1	A0A0L8RL03	A0A0L8RL03_SACEU	DI49_0864				DI49_0864	TIM22-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	209		protein insertion into mitochondrial inner membrane [GO:0045039]	mitochondrion targeting sequence binding [GO:0030943]; protein transmembrane transporter activity [GO:0008320]	integral component of membrane [GO:0016021]; TIM22 mitochondrial import inner membrane insertion complex [GO:0042721]													"TRANSMEM 46..69;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
-1.54416940554334	1.20061614573403e-19	2.19482467167828	8.40040465233993e-41	1.02258696407664	4.41177464399931e-10	S_eubayanus	SPGP0W04700	XP_018222878.1	A0A0L8RL64	A0A0L8RL64_SACEU	DI49_0861				DI49_0861	CDC13-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	925		telomere maintenance [GO:0000723]	DNA binding [GO:0003677]	nuclear chromosome, telomeric region [GO:0000784]																
-1.89132039786024	2.00960478524749e-05	3.43475916439928	1.37312536151748e-16	1.45157043328718	0.000873252102325927	S_eubayanus	SPGP0W04710	XP_018222877.1	A0A0L8RL09	A0A0L8RL09_SACEU	DI49_0860				DI49_0860	FMP45-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	307		ascospore formation [GO:0030437]; fungal-type cell wall organization [GO:0031505]		cell cortex [GO:0005938]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]													"TRANSMEM 6..27;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 112..137;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 143..169;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 190..211;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
-2.04071154831329	5.28382492843578e-34	1.14624040223901	3.63021727959904e-12	-1.30835223356009	1.39125164054495e-20	S_eubayanus	SPGP0X00720	XP_018219030.1	A0A0L8RAV6	A0A0L8RAV6_SACEU	DI49_5462				DI49_5462	ICL2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	568		propionate catabolic process, 2-methylcitrate cycle [GO:0019629]	isocitrate lyase activity [GO:0004451]; metal ion binding [GO:0046872]; methylisocitrate lyase activity [GO:0046421]	mitochondrial matrix [GO:0005759]				COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|PIRSR:PIRSR001362-3};  Note=Can also use Mn(2+) ion. {ECO:0000256|PIRSR:PIRSR001362-3};												
1.19807556497699	3.46337737894756e-12	-2.70253134378651	2.43390415914476e-56	-1.45760119382729	3.91011297682112e-17	S_eubayanus	SPGP0X00910	XP_018219011.1	A0A0L8RA71	A0A0L8RA71_SACEU	DI49_5442				DI49_5442	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	380			cyclin-dependent protein serine/threonine kinase inhibitor activity [GO:0004861]																	
-2.32323350138826	7.37601442353354e-18	-1.76990155955912	2.04778061374045e-12	-1.39224663901851	1.48901076656871e-09	S_eubayanus	SPGP0Y00630	XP_018223937.1	A0A0L8RP73	A0A0L8RP73_SACEU	DI49_0578				DI49_0578	DIT1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	536		ascospore wall assembly [GO:0030476]	catalytic activity [GO:0003824]																	
-1.5186939897761	0.0134359612938132	1.72341971511313	0.0131673461781399	1.38894810783433	0.0155837392543035	S_eubayanus	SPGP0Y01410	XP_018224010.1	A0A0L8RP29	A0A0L8RP29_SACEU	DI49_0653				DI49_0653	DNA replication complex GINS protein SLD5	unreviewed	Saccharomyces eubayanus (Yeast)	294		DNA-dependent DNA replication [GO:0006261]; double-strand break repair via break-induced replication [GO:0000727]		CMG complex [GO:0071162]; GINS complex [GO:0000811]; replication fork protection complex [GO:0031298]	FUNCTION: The GINS complex plays an essential role in the initiation of DNA replication. {ECO:0000256|PIRNR:PIRNR007764}.										SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PIRNR:PIRNR007764, ECO:0000256|SAAS:SAAS00880799}.					
1.0752905112967	4.0179166587561e-06	-3.1964147634204	2.98075305925722e-47	-2.03489265500282	1.90829579575077e-19	S_eubayanus	SPGP0Y01490	XP_018224018.1	A0A0L8RQ62	A0A0L8RQ62_SACEU	DI49_0661				DI49_0661	SEC20-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	385		retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	SNAP receptor activity [GO:0005484]	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; peroxisome [GO:0005777]; SNARE complex [GO:0031201]																
1.13790625353868	2.90612917155228e-12	-1.56301279807876	1.42441259873368e-22	-1.14528147970841	2.12508233225575e-12	S_eubayanus	SPGP0Y01580	XP_018224027.1	A0A0L8RPE7	A0A0L8RPE7_SACEU	DI49_0671				DI49_0671	GNP1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	665			L-proline transmembrane transporter activity [GO:0015193]	integral component of membrane [GO:0016021]													"TRANSMEM 156..174;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 186..211;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 223..247;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 267..287;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 299..323;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 343..364;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 385..405;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 438..457;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 485..504;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 510..535;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 555..577;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 597..613;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
1.54705706193362	7.03522695448805e-21	2.91321632083651	1.19795301512123e-72	2.16575290703623	1.8187121486743e-40	S_eubayanus	SPGP0Z01130	XP_018219771.1	A0A0L8RC91	A0A0L8RC91_SACEU	DI49_4626				DI49_4626	INP52-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1185		phosphatidylinositol dephosphorylation [GO:0046856]	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity [GO:0043813]; phosphatidylinositol-3-phosphatase activity [GO:0004438]; phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity [GO:0004439]; phosphatidylinositol-4-phosphate phosphatase activity [GO:0043812]	actin cortical patch [GO:0030479]																
1.33657439429127	0.0375500964621829	1.23473657324953	0.0315352072977502	1.28608178268677	0.0180859578595346	S_eubayanus	SPGP0Z01340	XP_018219751.1	A0A0L8RC70	A0A0L8RC70_SACEU	DI49_4606				DI49_4606	CPT1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	348			diacylglycerol cholinephosphotransferase activity [GO:0004142]	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]													"TRANSMEM 6..24;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 94..114;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 134..154;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 175..199;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 219..239;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 246..266;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 278..297;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 304..324;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
-1.58858867622166	3.44086359944583e-12	1.82073824344255	4.79895926058733e-17	1.40530520148877	1.22762869323273e-10	S_eubayanus	SPGP0Z01510	XP_018219734.1	A0A0L8RCS1	A0A0L8RCS1_SACEU	DI49_4588				DI49_4588	ALF1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	245		post-chaperonin tubulin folding pathway [GO:0007023]	alpha-tubulin binding [GO:0043014]; microtubule binding [GO:0008017]																	
-1.41714163000087	5.41884395310848e-10	1.87924825994467	3.74541934403278e-19	1.45921830422902	7.84472587889057e-13	S_eubayanus	SPGP0Z01520	XP_018219733.1	A0A0L8RC31	A0A0L8RC31_SACEU	DI49_4587				DI49_4587	PGA2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	129		protein transport [GO:0015031]																		
-2.12660657502365	6.26480867872513e-23	2.50981918737665	8.63915495387721e-33	1.6818549456927	2.93819207997485e-15	S_eubayanus	SPGP0Z01760	XP_018219709.1	A0A0L8RCP3	A0A0L8RCP3_SACEU	DI49_4563				DI49_4563	TDA7-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	596				fungal-type vacuole [GO:0000324]; integral component of membrane [GO:0016021]													"TRANSMEM 418..441;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
2.22308948393286	3.80709839983513e-29	1.64024201775592	8.00499647598607e-17	1.15127257284716	9.1325752491151e-09	S_eubayanus	SPGP0Z02170	XP_018219668.1	A0A0L8RBW0	A0A0L8RBW0_SACEU	DI49_4522				DI49_4522	SSU72-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	206		dephosphorylation of RNA polymerase II C-terminal domain [GO:0070940]; negative regulation of telomere maintenance via telomerase [GO:0032211]; positive regulation of telomere maintenance via semi-conservative replication [GO:0032215]; pre-mRNA cleavage required for polyadenylation [GO:0098789]; snoRNA transcription [GO:0009302]; termination of RNA polymerase II transcription, exosome-dependent [GO:0030847]; termination of RNA polymerase II transcription, poly(A)-coupled [GO:0030846]; transcriptional start site selection at RNA polymerase II promoter [GO:0001174]; transcription antitermination [GO:0031564]; transcription elongation from RNA polymerase II promoter [GO:0006368]	protein tyrosine phosphatase activity [GO:0004725]; RNA polymerase II CTD heptapeptide repeat phosphatase activity [GO:0008420]	mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nuclear chromatin [GO:0000790]																
-4.54024245762175	1.52798904442826e-31	-4.61349027787139	1.46451780202419e-37	-5.94938218624007	8.66230936783949e-61	S. pastorianus	SPGP0AA00140
1.00537749582529	9.00456506240874e-10	-2.04636995374104	3.39805244016041e-38	-1.28401252829148	1.51828928770043e-15	S_eubayanus	SPGP0AA00230	XP_018223336.1	A0A0L8RMB9	A0A0L8RMB9_SACEU	SPB1 DI49_0706	SPB1			DI49_0706	AdoMet-dependent rRNA methyltransferase SPB1 (EC 2.1.1.-) (2'-O-ribose RNA methyltransferase) (S-adenosyl-L-methionine-dependent methyltransferase)	unreviewed	Saccharomyces eubayanus (Yeast)	842	2.1.1.-	enzyme-directed rRNA 2'-O-methylation [GO:0000453]; maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]	rRNA (guanosine-2'-O-)-methyltransferase activity [GO:0070039]; rRNA (uridine-2'-O-)-methyltransferase activity [GO:0008650]	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]	FUNCTION: Required for proper assembly of pre-ribosomal particles during the biogenesis of the 60S ribosomal subunit. {ECO:0000256|HAMAP-Rule:MF_03163}.	CATALYTIC ACTIVITY: Reaction=a ribonucleotide in rRNA + S-adenosyl-L-methionine = a 2'-O-methylribonucleotide in rRNA + H(+) + S-adenosyl-L-homocysteine; Xref=Rhea:RHEA:48628, Rhea:RHEA-COMP:12164, Rhea:RHEA-COMP:12165, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:90675, ChEBI:CHEBI:90676; Evidence={ECO:0000256|HAMAP-Rule:MF_03163};									SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000256|HAMAP-Rule:MF_03163}.			SUBUNIT: Component of the nucleolar and nucleoplasmic pre-60S ribosomal particle. {ECO:0000256|HAMAP-Rule:MF_03163}.		
-1.68915809652966	4.74122627930226e-13	3.41354451047321	8.389209715879e-52	2.16888064261759	2.3423999871224e-21	S_eubayanus	SPGP0AA00330	XP_018223346.1	A0A0L8RMF4	A0A0L8RMF4_SACEU	DI49_0716				DI49_0716	Phosphotransferase (EC 2.7.1.-)	unreviewed	Saccharomyces eubayanus (Yeast)	500	2.7.1.-	cellular glucose homeostasis [GO:0001678]; glucose import [GO:0046323]; glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]; mannose metabolic process [GO:0006013]	ATP binding [GO:0005524]; glucokinase activity [GO:0004340]; glucose binding [GO:0005536]	cell [GO:0005623]							PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 1/4. {ECO:0000256|SAAS:SAAS01216704}.									
-1.39585434381434	1.42264220927593e-14	2.9812912144998	1.20706003273041e-64	2.04640420709068	7.91332198001353e-32	S_eubayanus	SPGP0AA00340	XP_018223347.1	A0A0L8RMG9	A0A0L8RMG9_SACEU	DI49_0717				DI49_0717	GID7-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	752		negative regulation of gluconeogenesis [GO:0045721]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]		GID complex [GO:0034657]																
2.06376614217808	0.000129821985683973	3.21953328664315	1.78740927699422e-08	2.1068816730854	1.59584630823567e-05	S_eubayanus	SPGP0AA00400	XP_018223352.1	A0A0L8RMH4	A0A0L8RMH4_SACEU	DI49_0722				DI49_0722	Peptide-methionine (R)-S-oxide reductase (EC 1.8.4.12)	unreviewed	Saccharomyces eubayanus (Yeast)	184	1.8.4.12	cellular response to oxidative stress [GO:0034599]; protein repair [GO:0030091]	metal ion binding [GO:0046872]; peptide-methionine (R)-S-oxide reductase activity [GO:0033743]	mitochondrion [GO:0005739]		CATALYTIC ACTIVITY: Reaction=[thioredoxin]-disulfide + H2O + L-methionyl-[protein] = [thioredoxin]-dithiol + L-methionyl-(R)-S-oxide-[protein]; Xref=Rhea:RHEA:24164, Rhea:RHEA-COMP:10698, Rhea:RHEA-COMP:10700, Rhea:RHEA-COMP:12313, Rhea:RHEA-COMP:12314, ChEBI:CHEBI:15377, ChEBI:CHEBI:16044, ChEBI:CHEBI:29950, ChEBI:CHEBI:45764, ChEBI:CHEBI:50058; EC=1.8.4.12; Evidence={ECO:0000256|RuleBase:RU365044};		COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|RuleBase:RU365044};  Note=Binds 1 zinc ion per subunit. {ECO:0000256|RuleBase:RU365044};												
2.12271351259727	3.34954402772604e-20	1.83483126232138	9.34442999289797e-16	2.01612966945177	1.87780357035887e-18	S_eubayanus	SPGP0AA00430	XP_018223355.1	A0A0L8RMA5	A0A0L8RMA5_SACEU	DI49_0725				DI49_0725	Histidine biosynthesis trifunctional protein [Includes: Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphohydrolase (EC 3.6.1.31); Histidinol dehydrogenase (HDH) (EC 1.1.1.23)]	unreviewed	Saccharomyces eubayanus (Yeast)	799	3.5.4.19; 3.6.1.31; 1.1.1.23	histidine biosynthetic process [GO:0000105]	ATP binding [GO:0005524]; histidinol dehydrogenase activity [GO:0004399]; NAD binding [GO:0051287]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; phosphoribosyl-ATP diphosphatase activity [GO:0004636]; zinc ion binding [GO:0008270]			CATALYTIC ACTIVITY: Reaction=1-(5-phospho-beta-D-ribosyl)-5'-AMP + H2O = 1-(5-phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide; Xref=Rhea:RHEA:20049, ChEBI:CHEBI:15377, ChEBI:CHEBI:58435, ChEBI:CHEBI:59457; EC=3.5.4.19; Evidence={ECO:0000256|PIRNR:PIRNR001257}; CATALYTIC ACTIVITY: Reaction=1-(5-phospho-beta-D-ribosyl)-ATP + H2O = 1-(5-phospho-beta-D-ribosyl)-5'-AMP + diphosphate + H(+); Xref=Rhea:RHEA:22828, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:33019, ChEBI:CHEBI:59457, ChEBI:CHEBI:73183; EC=3.6.1.31; Evidence={ECO:0000256|PIRNR:PIRNR001257}; CATALYTIC ACTIVITY: Reaction=H2O + L-histidinol + 2 NAD(+) = 3 H(+) + L-histidine + 2 NADH; Xref=Rhea:RHEA:20641, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:57540, ChEBI:CHEBI:57595, ChEBI:CHEBI:57699, ChEBI:CHEBI:57945; EC=1.1.1.23; Evidence={ECO:0000256|PIRNR:PIRNR001257};														
1.59495886401058	7.25417029328512e-11	2.25708615179654	1.85432947248078e-21	1.57902785580231	5.85784356736552e-11	S_eubayanus	SPGP0AA00440	XP_018223356.1	A0A0L8RMG2	A0A0L8RMG2_SACEU	DI49_0726				DI49_0726	BIK1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	441		2-micrometer plasmid partitioning [GO:0030543]; karyogamy involved in conjugation with cellular fusion [GO:0000742]; mitotic spindle elongation [GO:0000022]; negative regulation of microtubule polymerization [GO:0031115]; nuclear migration involved in conjugation with cellular fusion [GO:0000743]	microtubule binding [GO:0008017]	cell cortex [GO:0005938]; condensed nuclear chromosome kinetochore [GO:0000778]; mating projection tip [GO:0043332]; microtubule plus-end [GO:0035371]; spindle microtubule [GO:0005876]; spindle pole body [GO:0005816]																
1.678865801653	5.05214026963233e-20	2.18922494633369	6.51892202097621e-34	2.52602030399544	1.47961976813002e-44	S_eubayanus	SPGP0AA00480	XP_018223360.1	A0A0L8RMB0	A0A0L8RMB0_SACEU	DI49_0730				DI49_0730	AGP1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	633			L-phenylalanine transmembrane transporter activity [GO:0015192]; L-proline transmembrane transporter activity [GO:0015193]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]													"TRANSMEM 125..149;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 155..179;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 200..225;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 237..256;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 268..287;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 314..333;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 354..374;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 407..432;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 453..473;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 479..504;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 525..548;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 560..578;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
1.83285013344108	1.11338779426605e-25	1.83296712896746	2.30623649049338e-26	1.68348203470886	3.43853806153595e-22	S_eubayanus	SPGP0AA00520	XP_018223364.1	A0A0L8RMZ4	A0A0L8RMZ4_SACEU	DI49_0736				DI49_0736	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	unreviewed	Saccharomyces eubayanus (Yeast)	364	1.1.1.85	glyoxylate cycle [GO:0006097]; leucine biosynthetic process [GO:0009098]	3-isopropylmalate dehydrogenase activity [GO:0003862]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]	cytosol [GO:0005829]	FUNCTION: Catalyzes the oxidation of 3-carboxy-2-hydroxy-4-methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2-oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate. {ECO:0000256|RuleBase:RU004445}.	CATALYTIC ACTIVITY: Reaction=(2R,3S)-3-isopropylmalate + NAD(+) = 4-methyl-2-oxopentanoate + CO2 + NADH; Xref=Rhea:RHEA:32271, ChEBI:CHEBI:16526, ChEBI:CHEBI:17865, ChEBI:CHEBI:35121, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.1.1.85; Evidence={ECO:0000256|RuleBase:RU004445};		COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|RuleBase:RU004445}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|RuleBase:RU004445};  Note=Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000256|RuleBase:RU004445};			PATHWAY: Amino-acid biosynthesis; L-leucine biosynthesis; L-leucine from 3-methyl-2-oxobutanoate: step 3/4. {ECO:0000256|RuleBase:RU004445}.							SUBUNIT: Homodimer. {ECO:0000256|RuleBase:RU004445}.		
