""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
SPGP0Q03650	10.3092940463335	2.07271536676365	0.654317592419942	3.16775124308957	0.0015362290615368	0.00374671226119333	S_eubayanus	SPGP0Q03650	XP_018222140.1	A0A0L8RJA5	A0A0L8RJA5_SACEU	DI49_1876				DI49_1876	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	338																				
SPGP0Q03680	1318.06251254363	-1.94631373822498	0.154633906706157	-12.5865909985929	2.5024940866693e-36	7.31821134649082e-35	S_eubayanus	SPGP0Q03680	XP_018222137.1	A0A0L8RIT6	A0A0L8RIT6_SACEU	DI49_1872				DI49_1872	SEH1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	350		positive regulation of TORC1 signaling [GO:1904263]; protein transport [GO:0015031]	structural molecule activity [GO:0005198]	extrinsic component of fungal-type vacuolar membrane [GO:0097042]; nuclear periphery [GO:0034399]; nuclear pore outer ring [GO:0031080]; Seh1-associated complex [GO:0035859]																
SPGP0Q03700	580.913618760069	1.75036227170291	0.182742167147282	9.57831626398628	9.86398206459367e-22	1.18534536097412e-20	S_eubayanus	SPGP0Q03700	XP_018222135.1	A0A0L8RJA1	A0A0L8RJA1_SACEU	DI49_1870				DI49_1870	RPL28-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	149		translation [GO:0006412]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; nucleus [GO:0005634]																
SPGP0Q03730	1117.83889577055	-1.69712346308819	0.152484639517251	-11.1297994897131	8.98373589156689e-29	1.67714552270646e-27	S_eubayanus	SPGP0Q03730	XP_018222132.1	A0A0L8RIT1	A0A0L8RIT1_SACEU	DI49_1867				DI49_1867	MLC1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	149		protein localization to cell division site involved in mitotic actomyosin contractile ring assembly [GO:1903476]; vesicle targeting [GO:0006903]	calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; myosin II heavy chain binding [GO:0032038]; myosin V binding [GO:0031489]	cell [GO:0005623]; cellular bud neck contractile ring [GO:0000142]; cellular bud tip [GO:0005934]; MIH complex [GO:0120155]; myosin II complex [GO:0016460]; vesicle [GO:0031982]																
SPGP0Q03780	123.084319066544	1.22096459836446	0.253514114424269	4.8161602407711	1.46347015821825e-06	5.17761398625378e-06	S_eubayanus	SPGP0Q03780	XP_018222127.1	A0A0L8RIS6	A0A0L8RIS6_SACEU	DI49_1862				DI49_1862	TAF6-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	516		histone acetylation [GO:0016573]; positive regulation of DNA-templated transcription, initiation [GO:2000144]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]	chromatin binding [GO:0003682]; identical protein binding [GO:0042802]; molecular adaptor activity [GO:0060090]; protein heterodimerization activity [GO:0046982]; RNA polymerase II activating transcription factor binding [GO:0001102]	cytosol [GO:0005829]; SAGA complex [GO:0000124]; SLIK (SAGA-like) complex [GO:0046695]; transcription factor TFIID complex [GO:0005669]											SUBCELLULAR LOCATION: Nucleus {ECO:0000256|SAAS:SAAS01025618}.					
SPGP0Q03810	264.789223472088	-1.58485540347092	0.189766067742916	-8.35162693900572	6.73290328395533e-17	5.56518419025324e-16	S_eubayanus	SPGP0Q03810	XP_018222124.1	A0A0L8RJQ3	A0A0L8RJQ3_SACEU	DI49_1859				DI49_1859	SNF4-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	322		peroxisome organization [GO:0007031]; positive regulation of gluconeogenesis [GO:0045722]; regulation of transcription by RNA polymerase II [GO:0006357]; replicative cell aging [GO:0001302]	AMP-activated protein kinase activity [GO:0004679]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; protein serine/threonine kinase activator activity [GO:0043539]	cytoplasm [GO:0005737]; nuclear envelope lumen [GO:0005641]; nucleotide-activated protein kinase complex [GO:0031588]; plasma membrane [GO:0005886]																
SPGP0Q03820	1943.76516965299	-1.55702588044075	0.149901502491023	-10.3869931559492	2.84170725538967e-25	4.24922601085048e-24	S_eubayanus	SPGP0Q03820	XP_018222123.1	A0A0L8RIZ0	A0A0L8RIZ0_SACEU	DI49_1858				DI49_1858	CDC20-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	612		anaphase-promoting complex-dependent catabolic process [GO:0031145]; mitotic spindle assembly checkpoint [GO:0007094]; positive regulation of anaphase-promoting complex-dependent catabolic process [GO:1905786]; positive regulation of mitotic metaphase/anaphase transition [GO:0045842]; regulation of meiotic nuclear division [GO:0040020]	anaphase-promoting complex binding [GO:0010997]; ubiquitin ligase activator activity [GO:1990757]	anaphase-promoting complex [GO:0005680]; mitotic checkpoint complex [GO:0033597]; nuclear periphery [GO:0034399]																
SPGP0Q04010	360.130435524154	-1.58353073511953	0.15624587930067	-10.1348639862193	3.8691164825637e-24	5.33649334557779e-23	S_eubayanus	SPGP0Q04010	XP_018222104.1	A0A0L8RJN2	A0A0L8RJN2_SACEU	DI49_1838				DI49_1838	Coatomer subunit beta'	unreviewed	Saccharomyces eubayanus (Yeast)	894		endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; late endosome to vacuole transport via multivesicular body sorting pathway [GO:0032511]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	structural molecule activity [GO:0005198]; ubiquitin binding [GO:0043130]	COPI-coated vesicle membrane [GO:0030663]; Golgi membrane [GO:0000139]; membrane coat [GO:0030117]	FUNCTION: The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins. {ECO:0000256|PIRNR:PIRNR005567}.										SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|PIRNR:PIRNR005567}; Peripheral membrane protein {ECO:0000256|PIRNR:PIRNR005567}; Cytoplasmic side {ECO:0000256|PIRNR:PIRNR005567}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000256|PIRNR:PIRNR005567}; Peripheral membrane protein {ECO:0000256|PIRNR:PIRNR005567}; Cytoplasmic side {ECO:0000256|PIRNR:PIRNR005567}. Note=The coatomer is cytoplasmic or polymerized on the cytoplasmic side of the Golgi, as well as on the vesicles/buds originating from it. {ECO:0000256|PIRNR:PIRNR005567}.			SUBUNIT: Oligomeric complex that consists of at least the alpha, beta, beta', gamma, delta, epsilon and zeta subunits. {ECO:0000256|PIRNR:PIRNR005567}.		
SPGP0Q04220	819.57769135769	2.48035940209062	0.218473558383691	11.3531331683376	7.1551902012172e-30	1.43429745443488e-28	S_eubayanus	SPGP0Q04220	XP_018222083.1	A0A0L8RIV7	A0A0L8RIV7_SACEU	DI49_1816				DI49_1816	AIM14-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	571		apoptotic process [GO:0006915]; regulation of actin cytoskeleton organization [GO:0032956]	superoxide-generating NADPH oxidase activity [GO:0016175]	integral component of membrane [GO:0016021]; perinuclear endoplasmic reticulum [GO:0097038]													"TRANSMEM 25..46;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 67..90;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 102..119;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 140..160;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 172..194;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 206..226;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 232..252;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0Q04250	535.379616890308	2.604904027787	0.191860645162826	13.5770627977212	5.47794732704395e-42	2.29057516964765e-40	
SPGP0Q04260	440.691660823679	2.56551832466225	0.237165121511676	10.8174351620921	2.84631380980928e-27	4.86188279416776e-26	S_eubayanus	SPGP0Q04260	XP_018222080.1	A0A0L8RJ47	A0A0L8RJ47_SACEU	DI49_1813				DI49_1813	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	155				integral component of membrane [GO:0016021]													"TRANSMEM 6..25;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0Q04300	1484.11784485393	1.11926067642884	0.106903613333591	10.4698114640541	1.18879535839129e-25	1.82183381540529e-24	S_eubayanus	SPGP0Q04300	XP_018222076.1	A0A0L8RIS5	A0A0L8RIS5_SACEU	DI49_1809				DI49_1809	Calcium-transporting ATPase (EC 7.2.2.10)	unreviewed	Saccharomyces eubayanus (Yeast)	950	7.2.2.10	cellular calcium ion homeostasis [GO:0006874]; cellular manganese ion homeostasis [GO:0030026]; macroautophagy [GO:0016236]	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calcium transmembrane transporter activity, phosphorylative mechanism [GO:0005388]; manganese transmembrane transporter activity, phosphorylative mechanism [GO:0015410]	cell [GO:0005623]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]	FUNCTION: This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium. {ECO:0000256|RuleBase:RU361146}.	CATALYTIC ACTIVITY: Reaction=ATP + Ca(2+)(in) + H2O = ADP + Ca(2+)(out) + H(+) + phosphate; Xref=Rhea:RHEA:18105, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:29108, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=7.2.2.10; Evidence={ECO:0000256|RuleBase:RU361146};									SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU361146}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361146}.		"TRANSMEM 120..137;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU361146""; TRANSMEM 290..308;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU361146""; TRANSMEM 320..344;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU361146""; TRANSMEM 811..831;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU361146""; TRANSMEM 846..863;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU361146""; TRANSMEM 883..904;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU361146""; TRANSMEM 910..928;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU361146"""			
SPGP0Q04310	132.216941374203	1.09369418476047	0.255348882370353	4.28313676021575	1.84276826041371e-05	5.77254965914682e-05	S_eubayanus	SPGP0Q04310	XP_018222075.1	A0A0L8RJ42	A0A0L8RJ42_SACEU	DI49_1808				DI49_1808	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase)	unreviewed	Saccharomyces eubayanus (Yeast)	426	2.7.7.87	regulation of translational fidelity [GO:0006450]; telomere maintenance [GO:0000723]; tRNA threonylcarbamoyladenosine modification [GO:0002949]	ATP binding [GO:0005524]; double-stranded RNA binding [GO:0003725]; L-threonylcarbamoyladenylate synthase [GO:0061710]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711]; single-stranded telomeric DNA binding [GO:0043047]	mitochondrion [GO:0005739]	FUNCTION: Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. {ECO:0000256|PIRNR:PIRNR004930}.	CATALYTIC ACTIVITY: Reaction=ATP + hydrogencarbonate + L-threonine = diphosphate + H2O + L-threonylcarbamoyladenylate; Xref=Rhea:RHEA:36407, ChEBI:CHEBI:15377, ChEBI:CHEBI:17544, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:57926, ChEBI:CHEBI:73682; EC=2.7.7.87; Evidence={ECO:0000256|PIRNR:PIRNR004930};									SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|PIRNR:PIRNR004930}.					
SPGP0Q04370	43.371473580545	1.48947428620356	0.276146935105794	5.39377446153052	6.89928091128482e-08	2.75643125383411e-07	S_cerevisiae	SPGP0Q04370	P46946	P46946	COM1_YEAST	SAE2 COM1 YGL175C G1639	SAE2	COM1	YGL175C	G1639	DNA endonuclease SAE2 (EC 3.1.-.-) (Completion of meiotic recombination protein 1) (Sporulation in the absence of SPO11 protein 2)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	345	3.1.-.-	DNA catabolic process, endonucleolytic [GO:0000737]; DNA double-strand break processing [GO:0000729]; DNA double-strand break processing involved in repair via synthesis-dependent strand annealing [GO:0010791]; gene conversion at mating-type locus, DNA double-strand break processing [GO:0031292]; meiotic DNA double-strand break formation [GO:0042138]; meiotic DNA double-strand break processing [GO:0000706]; positive regulation of dephosphorylation [GO:0035306]; positive regulation of exonuclease activity [GO:1905779]; telomere maintenance [GO:0000723]; telomeric 3' overhang formation [GO:0031860]	double-stranded DNA binding [GO:0003690]; endodeoxyribonuclease activity [GO:0004520]; identical protein binding [GO:0042802]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014]	cytoplasm [GO:0005737]; Mre11 complex [GO:0030870]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	FUNCTION: Endonuclease that cooperates with the MRX complex in processing meiotic and mitotic double-strand breaks by allowing the endonucleolytic removal of SPO11 from the break sites and ensuring both resection and intrachromosomal association of the broken ends. Required for proper recovery from checkpoint-mediated cell cycle arrest after DNA damage. MRX complex and SAE2 remove a small oligonucleotide(s) from the DNA ends to form an early intermediate which is rapidly processed by EXO1 and/or SGS1 to generate extensive tracts of single-stranded DNA that serve as substrate for RAD51. Plays a transitional role in the dissociation of MRE11 from, and the recruitment of RAD52 to, repair foci. Ensures that both ends of a DSB participate in a recombination event and impairs the formation of palindromic structures in the genome. With TEL1, promotes microhomology-mediated end joining (MMEJ) but inhibits non-homologous end joining (NHEJ), likely by regulating MRE11-dependent ssDNA accumulation at DNA break. SAE2 and MRX are particularly important for removal of hairpins, bulky adducts and other irregular end structures. Facilitates telomere length reequilibration and subsequent checkpoint switch off. Involved in homing efficiency of VMA1 intein VDE and in repair of transposon excision sites. {ECO:0000269|PubMed:11052944, ECO:0000269|PubMed:11333222, ECO:0000269|PubMed:11832209, ECO:0000269|PubMed:11983174, ECO:0000269|PubMed:12839620, ECO:0000269|PubMed:12925751, ECO:0000269|PubMed:14729978, ECO:0000269|PubMed:15121837, ECO:0000269|PubMed:15369670, ECO:0000269|PubMed:15655113, ECO:0000269|PubMed:15834151, ECO:0000269|PubMed:15937224, ECO:0000269|PubMed:16162495, ECO:0000269|PubMed:16374511, ECO:0000269|PubMed:16861895, ECO:0000269|PubMed:17565964, ECO:0000269|PubMed:18042458, ECO:0000269|PubMed:18670132, ECO:0000269|PubMed:18716619, ECO:0000269|PubMed:18806779, ECO:0000269|PubMed:19124276, ECO:0000269|PubMed:19361851, ECO:0000269|PubMed:20061370, ECO:0000269|PubMed:20150422, ECO:0000269|PubMed:9215887}.										SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:15369670, ECO:0000269|PubMed:18670132}. Note=Accumulates in foci at the precise time when MRE11 foci disassemble and RAD52 foci assemble (PubMed:18670132). Remains associated with DSBs along with MRE11 in nuclease-deficient cells (PubMed:18670132).			SUBUNIT: Dimer or multimer. Interacts with MRE11. {ECO:0000269|PubMed:17989249}.	Itself; P32829; P33301	
SPGP0Q04490	76.1254866561624	1.73958158127472	0.238255621282227	7.30132440071199	2.84948792028318e-13	1.80728331306361e-12	S_cerevisiae	SPGP0Q04490	Q00362	Q00362	2ABA_YEAST	CDC55 YGL190C G1345	CDC55		YGL190C	G1345	Protein phosphatase PP2A regulatory subunit B (Cell division control protein 55) (PR55)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	526		homologous chromosome segregation [GO:0045143]; mitotic G2/M transition checkpoint [GO:0044818]; negative regulation of exit from mitosis [GO:0001100]; peptidyl-serine dephosphorylation [GO:0070262]; positive regulation of autophagosome assembly [GO:2000786]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of transcription by transcription factor localization [GO:0061586]; protein dephosphorylation [GO:0006470]; regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090266]	protein phosphatase regulator activity [GO:0019888]	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; fungal-type vacuole membrane [GO:0000329]; mating projection tip [GO:0043332]; nucleus [GO:0005634]; protein phosphatase type 2A complex [GO:0000159]	FUNCTION: Phosphatase 2A affects a variety of biological processes in the cell such as transcription, cell cycle progression and cellular morphogenesis, and provides an initial identification of critical substrates for this phosphatase. The regulatory subunit may direct the catalytic subunit to distinct, albeit overlapping, subsets of substrates.													SUBUNIT: PP2A exists in several trimeric forms, all of which consist of a core composed of a catalytic subunit associated with a 65 kDa (PR65) (Subunit A) and a 55 kDa (PR55) (Subunit B) regulatory subunit. Interacts with YND1; this interaction mediates adenovirus E4orf4 (early region 4 open reading frame 4) induced toxicity and is disrupted by adenovirus E4orf4, which remains associated with both CDC55 and YND1. {ECO:0000269|PubMed:16227198}.	Q03018; Q04439	
SPGP0Q04530	111.969865351997	1.27152767460598	0.187758424998878	6.77214710665357	1.26885021674915e-11	7.04654137799212e-11	S_cerevisiae	SPGP0Q04530	Q2V2P6	Q2V2P6	YG194_YEAST	YGL194C-A			YGL194C-A		Uncharacterized protein YGL194C-A	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	80				endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]											SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.		"TRANSMEM 12..32;  /note=""Helical"";  /evidence=""ECO:0000255"""			
SPGP0Q04570	252.572469657403	-1.0344596032574	0.169682510342763	-6.09644212103982	1.08455192318878e-09	5.13702938092644e-09	S_cerevisiae	SPGP0Q04570	P53093	P53093	YIP4_YEAST	YIP4 YGL198W G1304	YIP4		YGL198W	G1304	Protein YIP4 (YPT-interacting protein 4)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	235			identical protein binding [GO:0042802]; Rab GTPase binding [GO:0017137]	Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]	FUNCTION: May be involved in proper membrane localization of Rab GTPases. {ECO:0000269|PubMed:17178117}.										SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:17178117}; Multi-pass membrane protein {ECO:0000269|PubMed:17178117}.		"TRANSMEM 89..109;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 114..134;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 145..165;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 186..206;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 215..235;  /note=""Helical"";  /evidence=""ECO:0000255"""	SUBUNIT: Interacts with TVP18, TVP23, YIP1 and YIP5. Interacts with SEC4, YPT1, YPT6, YPT7, YPT10, YPT11, YPT31, YPT32 and YPT52; These proteins are all Rab GTPases. {ECO:0000269|PubMed:11943201, ECO:0000269|PubMed:17178117}.	Itself; P07560; P53845; P53108; P01123; P38146; P48559; P38555; P51996; P38815; P36018; Q99260; P32939	
SPGP0Q04650	636.778140208142	2.52397369945129	0.379621957339313	6.64865045515613	2.95792521375752e-11	1.60506088669015e-10	S_cerevisiae	SPGP0Q04650	P34164	P34164	SIP2_YEAST	SIP2 SPM2 YGL208W G1155	SIP2	SPM2	YGL208W	G1155	SNF1 protein kinase subunit beta-2 (Protein SPM2) (SNF1-interacting protein 2)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	415		cellular response to glucose starvation [GO:0042149]; invasive growth in response to glucose limitation [GO:0001403]; positive regulation of pseudohyphal growth [GO:2000222]; protein phosphorylation [GO:0006468]; regulation of protein-containing complex assembly [GO:0043254]; regulation of protein kinase activity [GO:0045859]; replicative cell aging [GO:0001302]; signal transduction [GO:0007165]	protein kinase binding [GO:0019901]	cytoplasm [GO:0005737]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	FUNCTION: Beta subunit of the SNF1 kinase complex, which is required for transcriptional, metabolic, and developmental adaptations in response to glucose limitation. Has a structural role, mediating heterotrimer formation, and a regulatory role, defining carbon source-regulated subcellular location and substrate specificity of the SNF1 kinase complex. Involved in the regulation of aging. Acts as a negative regulator of nuclear SNF1 activity in young cells by sequestering its activating gamma subunit at the plasma membrane. {ECO:0000269|PubMed:10990457, ECO:0000269|PubMed:12562756}.										SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11331606}. Cell membrane {ECO:0000269|PubMed:12562756}; Peripheral membrane protein {ECO:0000269|PubMed:12562756}; Cytoplasmic side {ECO:0000269|PubMed:12562756}. Note=Resides in the cytosol during growth in glucose. Excluded from the nucleus. There is an age-associated shift in localization from the plasma membrane to the cytoplasm. {ECO:0000269|PubMed:12562756}.			SUBUNIT: Component of the SNF1 kinase complex, a heterotrimeric complex composed of the catalytic alpha subunit SNF1, one of the three related beta subunits SIP1, SIP2 or GAL83, and the regulatory gamma subunit SNF4. The beta subunit serves as a bridge between the catalytic and the regulatory subunit. Interacts (via KIS domain) with SNF1. Interacts (via ASC domain) with SNF4. {ECO:0000269|PubMed:12393914, ECO:0000269|PubMed:17851534, ECO:0000269|PubMed:22019086, ECO:0000269|PubMed:7813428, ECO:0000269|PubMed:9121458}.	P06782; P12904	
SPGP0Q04660	554.727815053152	3.0592424120594	0.491728057886764	6.22141112957171	4.92703211889495e-10	2.40394423498988e-09	S_cerevisiae	SPGP0Q04660	P53035	P53035	MIG2_YEAST	MIG2 MLZ1 YGL209W	MIG2	MLZ1	YGL209W		Regulatory protein MIG2	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	382		carbohydrate metabolic process [GO:0005975]; carbon catabolite repression of transcription from RNA polymerase II promoter by glucose [GO:0000433]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]; positive regulation of transcription by RNA polymerase II [GO:0045944]	DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleus [GO:0005634]	FUNCTION: Involved in glucose repression of the SUC2 gene.										SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.					
SPGP0Q04730	30.9510843469382	1.48854134843966	0.324236752331457	4.59090876569714	4.41320229575182e-06	1.48515667935334e-05	S_cerevisiae	SPGP0Q04730	P53083	P53083	MDM34_YEAST	MDM34 MMM2 YGL219C	MDM34	MMM2	YGL219C		Mitochondrial distribution and morphology protein 34 (Mitochondrial outer membrane protein MMM2)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	459		mitochondrial genome maintenance [GO:0000002]; mitochondrion-endoplasmic reticulum membrane tethering [GO:1990456]; mitochondrion organization [GO:0007005]; phospholipid transport [GO:0015914]	lipid binding [GO:0008289]	cytoplasm [GO:0005737]; ERMES complex [GO:0032865]; integral component of mitochondrial outer membrane [GO:0031307]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]	FUNCTION: Component of the ERMES/MDM complex, which serves as a molecular tether to connect the endoplasmic reticulum (ER) and mitochondria (PubMed:11907266, PubMed:14981098). Components of this complex are involved in the control of mitochondrial shape and protein biogenesis, and function in nonvesicular lipid trafficking between the ER and mitochondria (PubMed:27469264). MDM34 is required for the interaction of the ER-resident membrane protein MMM1 and the outer mitochondrial membrane-resident beta-barrel protein MDM10 (By similarity) (PubMed:19556461). {ECO:0000255|HAMAP-Rule:MF_03105, ECO:0000269|PubMed:11907266, ECO:0000269|PubMed:14981098, ECO:0000269|PubMed:19556461, ECO:0000269|PubMed:27469264}.										SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000255|HAMAP-Rule:MF_03105, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14981098, ECO:0000269|PubMed:16407407, ECO:0000269|PubMed:16823961, ECO:0000269|PubMed:19556461}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03105, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14981098, ECO:0000269|PubMed:16407407, ECO:0000269|PubMed:16823961, ECO:0000269|PubMed:19556461}. Note=The ERMES/MDM complex localizes to a few discrete foci (around 10 per single cell), that represent mitochondria-endoplasmic reticulum junctions. These foci are often found next to mtDNA nucleoids. {ECO:0000255|HAMAP-Rule:MF_03105}.			SUBUNIT: Component of the ER-mitochondria encounter structure (ERMES) or MDM complex, composed of MMM1, MDM10, MDM12 and MDM34. {ECO:0000255|HAMAP-Rule:MF_03105, ECO:0000269|PubMed:19556461}.		
SPGP0Q04880	983.672892205728	1.05016946391234	0.124348200942843	8.44539330645442	3.03023485421711e-17	2.58324725902402e-16	S_cerevisiae	SPGP0Q04880	P22224	P22224	SEC15_YEAST	SEC15 YGL233W	SEC15		YGL233W		Exocyst complex component SEC15	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	910		exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; protein transport [GO:0015031]; vesicle docking involved in exocytosis [GO:0006904]; vesicle tethering involved in exocytosis [GO:0090522]	Rab GTPase binding [GO:0017137]	cell [GO:0005623]; cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; exocyst [GO:0000145]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; membrane [GO:0016020]; plasma membrane [GO:0005886]; prospore membrane [GO:0005628]	FUNCTION: Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane. {ECO:0000269|PubMed:1512289}.										SUBCELLULAR LOCATION: Cytoplasm. Cell membrane; Peripheral membrane protein. Note=25% cytoplasmic. 75% is associated with the cell membrane.			SUBUNIT: The exocyst complex is composed of SEC3, SEC5, SEC6, SEC8, SEC10, SEC15, EXO70 and EXO84. Interacts with SEC4.	P19658; P38261	
